sample_id,lon,lat,domain,Th,Ce,La,Nd,P,Y,U,Zr,Ti,Fe
NURE_WA_0731,-117.55627583930585,48.47653405329747,BACKGROUND,6.93,57.73,6.37,12.72,462.26,27.63,1.53,160.03,3855.25,27203.99
NURE_WA_0732,-118.0044083379114,48.64584107875711,BATHOLITH,3.81,134.13,14.98,17.99,866.33,10.4,2.69,59.98,4418.71,41105.89
NURE_WA_0733,-118.43080372569264,47.936198401173655,BATHOLITH,9.05,103.43,27.86,41.52,1100.48,9.24,5.71,86.96,11660.71,25555.25
NURE_WA_0734,-118.9235085476295,48.161678562440564,MCC,17.76,58.25,42.06,114.88,752.94,21.42,1.13,245.42,2955.71,58382.16
NURE_WA_0735,-117.36839837756068,47.695017749339115,THORITE_ANOMALY,32.07672839584804,89.96,18.71,10.74,358.19,10.67,12.951613273489894,112.46,2079.2,26096.32
NURE_WA_0736,-118.82266467773209,47.78983895925549,BACKGROUND,5.07,42.67,86.47,9.06,188.76,21.74,2.6,58.82,1652.14,70394.3
NURE_WA_0737,-117.55020168158526,48.58978856634398,BACKGROUND,18.36,5.79,15.45,79.14,395.13,11.76,1.83,55.27,1499.32,53799.11
NURE_WA_0738,-118.68259527428934,47.790301356313,BACKGROUND,1.22,71.9,25.21,37.66,404.55,21.8,3.08,176.02,1356.24,39800.46
NURE_WA_0739,-118.86916671172527,48.340261413867296,MCC,14.05,38.26,16.82,12.95,340.41,26.18,7.6,75.6,2979.12,30269.58
NURE_WA_0740,-118.61196064299118,48.634474018755895,MCC,5.92,81.79,20.06,100.12,468.49,47.47,4.84,127.16,3575.54,34403.98
NURE_WA_0741,-119.09586637750758,47.67100307695159,BACKGROUND,1.04,20.34,22.42,9.05,409.16,20.13,2.32,185.06,4542.4,36500.74
NURE_WA_0742,-117.75717185947124,48.407699551406246,BACKGROUND,3.13,15.17,16.04,10.81,469.05,8.55,3.42,68.61,3153.84,29678.09
NURE_WA_0743,-118.49183882972257,47.91050045392218,BATHOLITH,17.84,11.45,97.12,32.93,336.36,9.2,3.11,89.73,1326.25,80854.69
NURE_WA_0744,-119.30336191455955,49.04068300038013,MCC,69.09,468.53,34.58,164.55,1260.65,19.28,1.69,128.28,2985.42,25313.64
NURE_WA_0745,-117.3012762801763,48.27367303475188,BACKGROUND,6.18,22.78,40.59,23.34,127.09,19.57,2.66,104.05,6326.8,20671.47
NURE_WA_0746,-118.84832633588037,48.789588079640254,MCC,17.65,76.16,14.57,15.25,1829.62,31.11,1.7,68.25,3116.02,56255.52
NURE_WA_0747,-118.36934141665803,48.38036246745002,BATHOLITH,2.79,142.68,125.24,29.89,843.38,30.37,0.86,289.31,7096.78,39357.32
NURE_WA_0748,-117.28058366710636,47.56946005256771,BACKGROUND,1.86,34.88,32.87,7.89,494.98,8.01,1.73,48.6,1719.41,36240.95
NURE_WA_0749,-118.12728601225803,48.51304220095044,BATHOLITH,5.32,48.2,24.59,21.46,210.14,6.92,2.62,66.13,7001.86,34005.45
NURE_WA_0750,-119.64930587787491,49.02224534753065,MCC,28.04,54.39,21.48,62.65,1045.11,21.3,4.64,91.47,3929.49,30367.53
NURE_WA_0751,-117.18050362915957,48.46257891223413,BACKGROUND,6.03,147.04,32.77,20.32,470.35,18.54,3.25,144.25,3210.13,35934.63
NURE_WA_0752,-118.11687584078575,48.81070217508287,BATHOLITH,9.32,54.6,10.54,52.75,373.66,18.18,2.38,105.54,3511.94,12006.77
NURE_WA_0753,-118.99528315602875,48.914730341357455,MCC,39.64,180.83,305.36,22.97,1392.57,80.99,1.57,78.62,3279.45,23444.94
NURE_WA_0754,-119.58218378200984,47.86492763511829,BACKGROUND,1.28,180.45,10.18,3.4,511.58,12.52,1.94,122.37,5517.41,76468.27
NURE_WA_0755,-117.61792443218911,47.83927174385316,BACKGROUND,3.18,87.57,40.83,2.2,324.14,7.56,2.75,124.1,4705.87,25334.09
NURE_WA_0756,-118.13978173221446,48.477569582161586,BATHOLITH,8.44,147.59,28.87,5.28,458.62,21.81,5.83,52.96,3045.9,24183.64
NURE_WA_0757,-118.39961672407104,48.15764555169073,BATHOLITH,7.86,30.9,51.56,14.14,260.93,9.41,5.61,127.33,4096.32,26128.75
NURE_WA_0758,-117.31832225084713,48.84377808458675,BACKGROUND,7.14,58.62,24.9,40.81,521.13,8.97,1.53,34.34,11872.58,48424.91
NURE_WA_0759,-117.6342083663264,48.94003699743682,THORITE_ANOMALY,6.266506904606388,20.2,6.13,8.16,635.78,14.11,18.247995646169393,99.26,6156.57,20438.72
NURE_WA_0760,-119.54497536080174,48.065474206884346,MCC,9.61,370.12,12.97,24.81,923.97,30.48,3.23,93.46,4859.34,21212.83
NURE_WA_0761,-119.06483379661336,47.87899289435917,BACKGROUND,10.81,24.98,43.37,20.68,918.65,13.8,2.65,100.61,3658.25,34646.13
NURE_WA_0762,-119.2545325805566,48.74884082439018,MCC,8.84,16.24,74.64,4.21,351.94,14.65,2.69,246.6,1376.97,22648.25
NURE_WA_0763,-117.76816112228197,47.93968965687702,BACKGROUND,5.81,57.63,85.08,21.89,917.92,21.34,1.68,47.11,4494.38,13121.02
NURE_WA_0764,-119.89940269579266,48.81618290962189,MCC,51.56,596.75,52.21,51.48,1011.19,36.29,1.4,197.57,1844.11,46887.71
NURE_WA_0765,-118.29033094538605,48.17798120583802,BATHOLITH,17.81,47.67,9.63,17.16,715.48,16.18,2.63,219.38,5328.47,33503.31
NURE_WA_0766,-117.71262394277792,48.56807983886635,BACKGROUND,2.95,32.82,4.36,7.86,443.34,14.56,2.84,91.83,4427.68,23805.96
NURE_WA_0767,-117.36970308971475,47.65285650213547,BACKGROUND,5.86,214.06,60.97,16.75,411.08,27.32,6.44,174.62,12866.51,17996.01
NURE_WA_0768,-118.97375475385228,48.498174919482516,MCC,9.36,201.44,177.6,43.98,1310.51,62.11,2.94,58.87,10035.55,21007.5
NURE_WA_0769,-117.53622808598396,48.22282828597957,BACKGROUND,8.24,76.14,13.46,4.71,508.43,15.29,1.26,171.19,3750.02,19162.68
NURE_WA_0770,-119.66810478913438,48.43857354108076,MCC,12.22,105.63,16.57,4.42,776.11,19.84,2.92,90.75,3039.39,91407.74
NURE_WA_0771,-117.46064312479645,47.76882273239178,BACKGROUND,10.42,28.49,17.11,15.21,329.53,21.19,4.64,133.54,4086.39,17367.69
NURE_WA_0772,-119.61753401300405,48.67899799191069,MCC,14.53,65.03,39.83,22.86,361.02,13.74,2.1,172.6,9807.85,27103.67
NURE_WA_0773,-118.8081381283189,48.88047532406917,MCC,5.34,24.78,56.17,151.22,451.5,10.27,3.75,122.75,4646.24,72404.53
NURE_WA_0774,-117.60811390266134,47.84678368014524,BACKGROUND,1.77,40.17,23.85,14.73,2013.66,13.0,1.58,110.24,6610.8,20072.42
NURE_WA_0775,-119.55024771795368,47.65314328883226,BACKGROUND,5.01,93.83,80.52,1.92,654.58,7.0,2.83,110.46,5489.59,22754.58
NURE_WA_0776,-119.31224581430207,47.537821737674136,BACKGROUND,1.19,31.59,31.75,46.11,268.65,27.28,1.5,125.8,2908.37,33202.38
NURE_WA_0777,-117.8332422948208,48.52715440070923,BATHOLITH,13.97,19.45,15.1,23.1,1948.66,9.56,6.64,312.69,3656.02,25438.82
NURE_WA_0778,-117.83989039036177,48.47135045774205,BATHOLITH,6.91,18.42,27.45,68.85,366.62,13.51,0.83,126.62,4468.24,31091.35
NURE_WA_0779,-118.07655710134411,48.37471586034251,BATHOLITH,7.77,122.32,38.71,25.74,579.63,28.78,3.12,114.51,8955.97,37888.59
NURE_WA_0780,-117.9181546665987,47.87111535378556,BATHOLITH,12.37,13.09,88.48,22.16,499.88,18.04,1.77,116.7,2779.11,60837.49
NURE_WA_0781,-118.37182666995722,48.12544959344882,BATHOLITH,7.63,39.47,52.5,23.14,638.15,8.73,0.88,145.57,8789.77,16987.53
NURE_WA_0782,-119.24460282327914,48.451162136297874,MCC,15.83,100.96,35.91,13.81,1965.78,22.18,1.39,178.36,1358.25,12893.86
NURE_WA_0783,-118.96291201948824,48.29482697417467,MCC,8.86,84.41,21.59,199.65,556.19,16.66,1.38,110.22,5426.74,58498.75
NURE_WA_0784,-119.45520684959573,49.08045683234382,MCC,6.75,97.61,54.01,29.15,1017.6,14.43,5.09,178.43,1830.44,16534.47
NURE_WA_0785,-117.27464831599912,47.71830360409077,BACKGROUND,9.95,15.77,17.18,28.91,495.96,17.82,1.19,143.11,2746.43,25068.19
NURE_WA_0786,-118.24982461570164,48.61223128647615,BATHOLITH,7.2,70.08,8.5,17.89,625.51,34.7,2.15,130.28,2301.39,15818.84
NURE_WA_0787,-118.79744574970908,48.146910028966865,MCC,11.25,722.23,45.7,75.71,1978.06,23.79,1.68,145.47,4893.21,9933.47
NURE_WA_0788,-118.6139825890676,48.18511938388099,MCC,7.07,58.69,62.66,139.08,910.07,58.67,0.96,110.64,2858.55,35092.32
NURE_WA_0789,-117.15814998116456,48.64815642505308,BACKGROUND,1.85,21.96,5.76,6.67,671.51,13.43,2.44,281.61,3274.66,42662.68
NURE_WA_0790,-119.53994579065176,48.607897842118994,MCC,0.4,107.88,12.81,30.74,806.42,68.98,2.68,112.81,6137.75,36816.36
NURE_WA_0791,-118.2413105039496,49.086009589923506,BATHOLITH,19.93,26.34,42.75,5.46,576.1,17.18,5.43,43.2,2765.26,47360.75
NURE_WA_0792,-118.4823339633466,47.7054308631266,BATHOLITH,14.07,44.39,29.62,55.82,500.01,19.01,2.01,53.39,6476.27,39672.36
NURE_WA_0793,-118.16563729369605,47.666575439014665,BATHOLITH,4.1,153.97,12.82,22.57,884.19,4.89,1.91,75.3,2614.55,37159.19
NURE_WA_0794,-119.94566944853747,48.658942107405984,MCC,10.5,113.12,51.62,41.13,583.29,59.19,2.52,128.09,2467.28,23265.28
NURE_WA_0795,-117.38362827316755,48.42541906721026,BACKGROUND,1.58,11.27,13.72,30.59,358.17,8.77,1.36,79.94,3171.22,99724.92
NURE_WA_0796,-117.20364515254916,47.938657066495686,BACKGROUND,13.61,17.38,52.62,54.75,273.11,8.09,1.53,46.95,2503.41,24040.3
NURE_WA_0797,-118.30460044923237,47.62707099038238,BATHOLITH,10.76,28.83,50.05,11.63,471.79,22.59,1.5,75.04,5357.1,18652.52
NURE_WA_0798,-117.91004752836932,47.63705319935429,BATHOLITH,13.09,370.15,54.55,29.35,690.57,8.51,2.29,101.21,4611.98,32015.2
NURE_WA_0799,-117.23250185646812,48.93070539946259,THORITE_ANOMALY,8.830376264381893,48.26,8.14,15.17,1112.56,18.42,10.123013698974686,294.47,1814.36,16222.48
